name,address,type,opened,closed,borough,date_approx
Regency East,"204 E 58th St, New York, NY 10022",bar,,1990,Manhattan,yes
Numbers,"2057 Broadway, New York, NY 10023",bar,,,Manhattan,
C.J. Blanda,"209 7th Ave, New York, NY 10011",bar,,,Manhattan,
Four By Twelve,"218 W. 12th St, New York, NY 10014",bar,,,Manhattan,
Pauline's Interlude,"2267 7th Ave, New York, NY 10027",bar,,,Manhattan,
Bike Stop West,"230 W 75th St, New York, NY 10023",bar,,,Manhattan,
Huddle,"232 8th Ave, New York, NY 10011",bar,,,Manhattan,
The Break,"232 8th Ave, New York, NY 10011",bar,,,Manhattan,
Follies,"232 W 48th St, New York, NY 10036",bar,,,Manhattan,
Brandy's Piano Bar,"235 E 84th St, New York, NY 10028",bar,,,Manhattan,
Townhouse,"236 E 58th St, New York, NY 10022",bar,,,Manhattan,
Fedora's,"239 West 4th Street, New York, NY 10014",bar,,,Manhattan,
Cave,"24 E 22nd St, New York, NY 10010",bar,,,Manhattan,
Backyard,"243 E 53rd St, New York, NY 10022",bar,,,Manhattan,
La Fiesta,"253 W 46th St, New York, NY 10036",bar,,,Manhattan,
M.C.C.,"26 9th Ave, New York, NY 10014",bar,,,Manhattan,
Den,"264 W 43rd St, New York, NY 10036",bar,,,Manhattan,
Sally's Hideaway,"264 West 43rd St, New York, NY 10036",bar,,,Manhattan,
Milano's Lounge,"267 Amsterdam Ave, New York, NY 10023",bar,,,Manhattan,
Stallion,"277 Bleecker St, New York, NY 10014",bar,,,Manhattan,
The Gold Rail,"2850 Broadway, New York, NY 10025",bar,,,Manhattan,
Steve Carney's,"2nd Ave & E 80th St, New York, NY 10075",bar,,,Manhattan,
Main Man ,"305 Columbus Ave, New York, NY 10023",bar,,,Manhattan,
Peter Rabbit,"305 W 10th St, New York, NY 10014",bar,,,Manhattan,
Stage 45,"305 W 45th St, New York, NY 10036",bar,,,Manhattan,
Wildwood Tavern,"308 Columbus Ave, New York, NY 10023",bar,,,Manhattan,
Candlelight Lounge,"309 Amsterdam Ave, New York, NY 10023",bar,,,Manhattan,
The Barefoot Boy,"309 East 39th Street at Second Ave, New York, NY 10016",bar,,,Manhattan,
Boot Hill,"317 Amsterdam Ave, New York, NY 10023",bar,,,Manhattan,
Bogarts,"320 E 59th St, New York, NY 10022",bar,,,Manhattan,
Sound Machine,"330 E. 56th St, New York, NY 10022",bar,,,Manhattan,
Triangle Bar,"34 9th Ave, New York, NY 10014",bar,,,Manhattan,
L'Intrigue,"35 W 56th St, New York, NY 10019",bar,,,Manhattan,
Tijuana Cat,"350 W 46th St, New York, NY 10036",bar,,,Manhattan,
Cell Block,"372 W 11th St, New York, NY 10014",bar,,,Manhattan,
Bike Stop East,"381 3rd Ave, New York, NY 10016",bar,,,Manhattan,
Keller's,"384 West St, New York, NY 10014",bar,,,Manhattan,
Badlands,"388 West St, New York, NY 10014",bar,,1981,Manhattan,
Sneakers,"392 West St, New York, NY 10014",bar,,,Manhattan,
Star Sapphire,"400 E 59th St, New York, NY 10022",bar,,,Manhattan,
South Dakota,"405 3rd Ave, New York, NY 10016",bar,,,Manhattan,
Sanctuary,"407 West 43rd St, New York, NY 10036",bar,,,Manhattan,
The Works,"428 Columbus Ave, New York, NY 10024",bar,,,Manhattan,
Five Oaks,"49 Grove St, New York, NY 10014",bar,,,Manhattan,
After Five Plus,"5 Front St Brooklyn, NY 11201",bar,,,Brooklyn ,
Mr. Spats,"505 W. 23rd St, New York, NY 10011",bar,,,Manhattan,
Tool Box,"507 West St, New York, NY 10014",bar,,,Manhattan,
The Stone Wall,"53 Christopher St, New York, NY 10014",bar,,,Manhattan,
Gianni's,"53 W 19th St, New York, NY 10011",bar,,,Manhattan,
Silouette,"53 W 19th St, New York, NY 10011",bar,,,Manhattan,
Dakota,"550 3rd Ave, New York, NY 10016",bar,,,Manhattan,
Ronnie's Thing,"56 E Mt Eden Ave, Bronx, NY 10452",bar,,,Bronx,
Barrel Inn,"568 9th Ave, New York, NY 10036",bar,,,Manhattan,
Red Swing,"57 Lexington Ave, New York, NY 10016",bar,,,Manhattan,
Plaza Hotel Men's Bar,"5th Ave & Central Park S, New York, NY 10019",bar,,,Manhattan,
Barbary Coast,"64 7th Avenue, New York, NY 10011",bar,,,Manhattan,
Paula's,"64 Greenwich Ave, New York, NY 10011",bar,,,Manhattan,
Washington Square,"675 Broadway, New York, NY 10012",bar,,,Manhattan,
The Bar ,"68 2nd Ave, New York, NY 10003",bar,,,Manhattan,
Gantry,"6th Ave & W 13th St, New York, NY 10011",bar,,,Manhattan,
Trude Heller's,"6th Ave & W 9th St, New York, NY 10011",bar,,,Manhattan,
Cats  ,"730 8th Ave, New York, NY 10036",bar,,,Manhattan,
Golden Note,"74-24 37th Ave, Jackson Heights, NY 11372",bar,,,Queens ,
Billy the Kid,"76-07 Roosevelt Ave, Jackson Heights, NY 11372",bar,,,Queens ,
Haymarket,"772 8th Ave, New York, NY 10036",bar,,,Manhattan,
"Suspect, Nowbar","7th Ave S & Leroy St, New York, NY 10014",bar,,,Manhattan,
Uncle Paul's,"8 Christopher St, New York, NY 10014",bar,,,Manhattan,
Pieces,"8 Christopher St, New York, NY 10014",bar,,,Manhattan,
Victor's Quarters,"84 2nd Ave, New York, NY 10003",bar,,,Manhattan,
Nite Life,"85 Washington Pl, New York, NY 10011",bar,,,Manhattan,
Crossroad,"858 9th Ave, New York, NY 10019",bar,,,Manhattan,
Pam-Pam,"95 7th Ave, New York, NY 10011",bar,,,Manhattan,
Last Call,"975 2nd Ave, New York, NY 10022",bar,,,Manhattan,
Four Seasons,"99 E 52nd St, New York, NY 10022",bar,,,Manhattan,
Two Turtles,"E 27th St & Park Ave S, New York, NY 10010",bar,,,Manhattan,
Sea Colony,"Horatio St & 8th Ave, New York, NY 10014",bar,,,Manhattan,
Andre's,"W 125th St & Frederick Douglass Blvd, New York, NY 10027",bar,,,Manhattan,
Faller's Bar,"West St & Christopher St, New York, NY 10014",bar,,,Manhattan,
The Bridge,"335 E 58th St, New York, NY 10022",bar ,,,Manhattan,
Betsy Ross,"73-13 37th Ave, Jackson Heights, NY 11372",bar ,,,Queens ,
Spike Bar,"120 11th Ave, New York, NY 10011",bar/backroom,,,Manhattan,
 Pyramid Bar,"101 Avenue A, New York, NY 10009",bar/club,,,Manhattan,
G.G. Knickerbocker,"128 W 45th St, New York, NY 10036",bar/club,,,Manhattan,
New Danny's St Sheridan SG,"140 Sheridan Square, New York, NY 10014",bar/club,,,Manhattan,
Hip-A-Drome,"165 Avenue A, New York, NY 10009",bar/club,,,Manhattan,
Crazy Nanny's,"21 7th Ave S, New York, NY 10014",bar/club,,,Manhattan,
Flamingo East,"219 2nd Ave, New York, NY 10003",bar/club,,,Manhattan,
Moroccan Village,"23 W 8th St, New York, NY 10011",bar/club,,,Manhattan,
Cats Too,"232 W 48th St, New York, NY 10036",bar/club,,,Manhattan,
Bali Club,"234 W 50th St, New York, NY 10019",bar/club,,,Manhattan,
Cell Block 28,"28 9th Ave, New York, NY 10014",bar/club,,,Manhattan,
D.T's a Fat Cat,"281 W 12th St, New York, NY 10014",bar/club,,,Manhattan,
The Old Vic,"2nd Ave & E 59th St, New York, NY 10022",bar/club,,,Manhattan,
Splash,"50 W. 17th St, New York, NY 10011",bar/club,,,Manhattan,
Rose's Turn,"55 Grove St, New York, NY 10014",bar/club,,,Manhattan,
Arch,"616 39th Ave Woodside, NY 11377",bar/club,,,Queens ,
Hangout,"675 Hudson St, New York, NY 10014",bar/club,,,Manhattan,
New Atlantis,"Stillwell Ave, Brooklyn, NY 11214",bar/club,,,Brooklyn ,
Gold Bug,"83 W 3rd St, New York, NY 10012",bar/disco,,,Manhattan,
Country Cousin,"1313 3rd Ave, New York, NY 10021",bar/restaurant,,,Manhattan,
Pepy's Place,"153 W 48th St, New York, NY 10036",bar/restaurant,,,Manhattan,
Brother Moe's,"1643 1st Ave, New York, NY 10028",bar/restaurant,,,Manhattan,
Pub Society,"1694 2nd Ave, New York, NY 10128",bar/restaurant,,,Manhattan,
Tavern on the Turn,"172-22 Hillside Ave., Jamaica, NY 11432",bar/restaurant,,,Queens ,
Beau Geste,"239 3rd Ave, New York, NY 10003",bar/restaurant,,,Manhattan,
Cowboys & Cowgirls,"244 E 53rd St, New York, NY 10022",bar/restaurant,,,Manhattan,
The Nautilus,"267-269 W 23rd St, New York, NY 10011",bar/restaurant,,,Manhattan,
Company,"365 3rd Ave, New York, NY 10016",bar/restaurant,,,Manhattan,
Town and Country Pub,"656 9th Ave, New York, NY 10036",bar/restaurant,,,Manhattan,
Neptune's Pub,"730 8th Ave, New York, NY 10036",bar/restaurant,,,Manhattan,
Reed's,"8 Christopher St, New York, NY 10014",bar/restaurant,,,Manhattan,
Village Variety,"3 Horatio St, New York, NY 10014",book/sex shop,,,Manhattan,
Little Peter's,"St Marks Pl & 3rd Ave, New York, NY 10003",cabaret,,,Manhattan,
Jewel Theatre,"100 3rd Ave, New York, NY 10003",cinema,,,Manhattan,
Ruins ,"158 Perry St, New York, NY 10014",cinema,,,Manhattan,
King's All Male Theatre,"236 W. 50th Street, New York, NY 10019",cinema,,,Manhattan,
Club 1032,"1032 2nd Ave, New York, NY 10022",club,,,Manhattan,
Trysting Place,"120-31 83rd Ave, Kew Gardens, NY 11415",club,,,Queens ,
Peeche,"1200 Lexington Ave, New York, NY 10028",club,,,Manhattan,
Club Expo/Kit Kat Klub,"124 W 43rd St, New York, NY 10036",club,,,Manhattan,
Zodiac Uptown,"1487 1st Ave, New York, NY 10075",club,,,Manhattan,
Life,"158 Bleecker St, New York, NY 10012",club,,,Manhattan,
The Planetarium,"181 2nd Ave, New York, NY 10003",club,,,Manhattan,
Two Twenty Club,"220 W Houston St, New York, NY 10014",club,,,Manhattan,
Charade Club,"2nd Ave & E 93rd St, New York, NY 10128",club,,,Manhattan,
The Year 2000,"318 W 49th St, New York, NY 10019",club,,,Manhattan,
Piccadilly Pub,"324 Amsterdam Ave, New York, NY 10023",club,,,Manhattan,
Krash,"34-48 Steinway St, Astoria, NY 11101",club,,,Queens ,
Club Fahrenheit,"349 Broadway, New York, NY 10013",club,,,Manhattan,
G. H. Club,"353 E 53rd St, New York, NY 10022",club,,,Manhattan,
Don Hill's,"511 Greenwich StNew York, NY 10013",club,,,Manhattan,
Twilo,"530 W 27th St, New York, NY 10001",club,,,Manhattan,
Octagon,"555 W 33rd St, New York, NY 10001",club,,,Manhattan,
Vinyl,"6 Hubert St, New York, NY 10013",club,,,Manhattan,
Club 71,"71 Pineapple St, Brooklyn, NY 11201",club,,,Brooklyn ,
Club Freida's Hideaway,"81-36 Baxter Ave, Elmhurst, NY 11373",club,,,Queens ,
Flavors,"120-31 83rd Ave, Kew Gardens, NY 11415",disco,,,Queens ,
Sahara,"1234 2nd Ave, New York, NY 10065",disco,,,Manhattan,
Roundtable,"151 E 50th St, New York, NY 10022",disco,,,Manhattan,
Hideaway ,"153-40 Hillside Ave., Jamaica, NY 11432",disco,,,Queens ,
Big Top Theatre,"1604 Broadway, New York, NY 10019",disco,,,Manhattan,
Club Edelweiss,"167 W 29th St, New York, NY 10001",disco,,,Manhattan,
El Horoscope,"1969 Jerome Ave, Bronx, NY 10453",disco,,,Bronx,
Escuelita,"301 W 39th St, New York, NY 10018",disco,,,Manhattan,
Warehouse Pier 51,"324 Amsterdam Ave, New York, NY 10023",disco,,,Manhattan,
Paradise  ,"35 W 43rd St, New York, NY 10036",disco,,,Manhattan,
Dapper & Friends,"350 E 81st St, New York, NY 10028",disco,,,Manhattan,
Candy Store,"44 W 56th St, New York, NY 10019",disco,,,Manhattan,
Inferno,"5 W 19th St, New York, NY 10011",disco,,,Manhattan,
Soundscape,"500 W 52nd St, New York, NY 10019",disco,,,Manhattan,
Apartment,"508 Willis Ave, Bronx, NY 10455",disco,,,Bronx,
Mr. Dreams,"63-12 Broadway, Woodside, NY 11377",disco,,,Queens ,
Sweet Sensations II,"6322 20th Ave, Brooklyn, NY 11204",disco,,,Brooklyn ,
Rhythm,"6826 New Utrecht Ave, Brooklyn, NY 11219",disco,,,Brooklyn ,
Sal's Place,"79 Pineapple St, Brooklyn, NY 11201",disco,,,Brooklyn ,
Cozy Cabin,"92-03 Astoria Blvd, Flushing, NY 11369",disco,,,Queens ,
Gables,"W 10th St & 7th Ave S, New York, NY 10014",disco,,,Manhattan,
Barnum Room ,"128 W 45th St, New York, NY 10036",disco ,,,Manhattan,
The Cock Ring,"189 Christopher St, New York, NY 10014",disco ,,,Manhattan,
Duplex,"55 Grove St, New York, NY 10014",disco/cabaret,,,Manhattan,
Pleasure Chest,"152 7th Ave S, New York, NY 10014",erotica,,,Manhattan,
Gaiety Male Burlesk,"201 W 46th St, New York, NY 10036",erotica,,,Manhattan,
Pleasure Chest,"939 2nd Ave, New York, NY 10022",erotica,,,Manhattan,
Francis Cranflone,"357 Dean St, Brooklyn, NY 11217",hotel,,,Brooklyn ,
Ossi Guest House,"358 W 30th St, New York, NY 10001",hotel,,,Manhattan,
Sugar Babies,"17 Irving Pl, New York, NY 10003",private club,,,Manhattan,
Gents,"360 W 42nd St, New York, NY 10036",private club,,,Manhattan,
Cheeks,"644 Roosevelt Ave Woodside, NY 11377",private club,,,Queens ,
Iron Horse Pub,"189 7th Ave, Brooklyn, NY 11215",restaurant/cabaret,,,Brooklyn ,
Rosalie's,"531 Hudson St, New York, NY 10014",restaurant,,,Manhattan,
